"","Incident_Nr","TimeReported","Activity","Disposition","Officer","Location"
"242",200000000587,"1/4/2020  1:28:48 AM","Suspicious Person","No Report","Royal, GeCorrie","1751 Valencia Way"
"243",200000000588,"1/4/2020  1:29:42 AM","Trespassing/Unwanted","Ignore","","296 Alhambra Dr"
"244",200000000589,"1/4/2020  1:33:57 AM","Disturbance - Phys/Fight","No Report","Morenz, Darby","138 N LBJ Dr"
"245",200000000590,"1/4/2020  1:36:33 AM","Disturbance - Verbal","Cancelled","Alvarado, Manuel","1105 N IH 35"
"246",200000000591,"1/4/2020  1:40:45 AM","Assault - Aggravated","Arrest","Morenz, Darby","138 N LBJ Dr"
"247",200000000592,"1/4/2020  1:41:00 AM","Disturbance - Verbal","No Report","Alvarado, Manuel","650 E Hopkins St"
"248",200000000593,"1/4/2020  1:57:03 AM","Flagged Down","No Report","McGee, Miranda","N LBJ Dr/E San Antonio St"
"249",200000000597,"1/4/2020  2:06:58 AM","Attempt to Locate","Unfounded","Pierce, Basil","208 SB"
"250",200000000601,"1/4/2020  2:26:41 AM","Suspicious Person","No Contact","McGee, Miranda","1610 N IH 35"
"251",200000000602,"1/4/2020  2:37:47 AM","Attempt to Locate","No Contact","","Wonder World Dr/W Access Rd"
"252",200000000603,"1/4/2020  2:41:25 AM","Flagged Down","No Report","Murphy, Logan","138 S LBJ Dr"
"253",200000000604,"1/4/2020  2:45:06 AM","Suspicious Circumstances","Verbal Warning","Morenz, Darby","1230 N LBJ Dr"
"254",200000000609,"1/4/2020  4:12:12 AM","Foot Patrol","No Report","Gonzales, Gavin","641 E Hopkins St"
"255",200000000613,"1/4/2020  7:32:58 AM","Animal Call","Ref Oth Agncy","Castillo, Daniel","1476 E McCarty Ln"
"256",200000000615,"1/4/2020  7:59:52 AM","Information","No Report","","2300 S IH 35"
"257",200000000617,"1/4/2020  8:01:21 AM","Accident - Major/Injury","Report","Dehkordi, John","207 NB"
"258",200000000619,"1/4/2020  8:14:09 AM","Suspicious Vehicle","No Report","Ellingson, Brian","E Access Rd/Blanco River"
"259",200000000623,"1/4/2020  8:36:35 AM","Assist Outside Agency","No Report","Duckworth, Daniel","2100blk Hwy 21"
"260",200000000625,"1/4/2020  8:42:16 AM","Directed/Area Enforcement","No Report","Harrison, Todd","700 W Hopkins St"
"261",200000000635,"1/4/2020  10:26:35 AM","Disturbance - Verbal","No Report","Ellingson, Brian","E Hopkins St/W Access Rd"
"262",200000000637,"1/4/2020  10:58:06 AM","Threat","No Report","Dehkordi, John","4015 S IH 35"
"263",200000000639,"1/4/2020  11:04:19 AM","Burglary - Building","Report","Dehkordi, John","100 N IH 35"
"264",200000000642,"1/4/2020  11:59:42 AM","Solicitors","Citation Issued","Ellingson, Brian","Hwy 123/E Access Rd"
"265",200000000644,"1/4/2020  12:17:41 PM","Directed/Area Enforcement","No Report","Harrison, Todd","700 W Hopkins St"
"266",200000000651,"1/4/2020  12:37:31 PM","Welfare Concern","No Report","Duckworth, Daniel","Holy Name St/Riverside Dr"
"267",200000000652,"1/4/2020  12:38:21 PM","Disturbance - Phys/Fight","No Report","Dehkordi, John","501 McGehee St"
"268",200000000656,"1/4/2020  12:57:06 PM","Welfare Concern","No Report","Saavedra, Tim","118 Ladybird Ln"
"269",200000000661,"1/4/2020  1:17:30 PM","Public Assist","No Report","Duckworth, Daniel","Cheatham St/S Guadalupe St"
"270",200000000662,"1/4/2020  1:19:44 PM","Welfare Concern","No Report","Duckworth, Daniel","801 River Rd"
"271",200000000663,"1/4/2020  1:36:48 PM","Illegal Dumping","No Report","Castillo, Daniel","765 River Rd"
"272",200000000665,"1/4/2020  1:41:20 PM","Trespassing/Unwanted","No Report","Dehkordi, John","904 Craddock Ave"
"273",200000000667,"1/4/2020  2:02:48 PM","Information","No Report","","S Guadalupe St/Cheatham St"
"274",200000000669,"1/4/2020  2:22:39 PM","Attempt to Locate","No Report","Saavedra, Tim","115 Wonder World Dr"
"275",200000000672,"1/4/2020  2:38:16 PM","Disturbance - Verbal","No Report","Dehkordi, John","100blk Losoya Dr"
"276",200000000673,"1/4/2020  2:41:18 PM","Disturbance - Verbal","Warning","Duckworth, Daniel","1015 Hwy 80"
"277",200000000675,"1/4/2020  2:51:22 PM","Welfare Concern","No Report","Mueller, Justin","206 NB"
"278",200000000677,"1/4/2020  3:10:43 PM","Death Investigation","No Report","","1117 Field St"
"279",200000000680,"1/4/2020  3:20:21 PM","Flagged Down","No Report","Castillo, Daniel","408 S Guadalupe St"
"280",200000000681,"1/4/2020  3:20:53 PM","Fireworks","Verbal Warning","Duckworth, Daniel","503 Uhland Rd"
"281",200000000683,"1/4/2020  3:32:36 PM","Attempt to Locate","Verbal Warning","Mueller, Justin","Old Ranch Road 12/Craddock Ave"
"282",200000000685,"1/4/2020  3:53:00 PM","Investigation","No Report","Dehkordi, John","1050 McKinley Place Dr"
"283",200000000687,"1/4/2020  3:55:39 PM","Accident - Major/Injury","Report","Dehkordi, John","1107 Hwy 80"
"284",200000000689,"1/4/2020  4:02:21 PM","Public Assist","No Report","Daenzer, Matthew","2300 S IH 35"
"285",200000000690,"1/4/2020  4:13:38 PM","Accident - Hit and Run","Blue Form Issue","","1647 Post Rd"
"286",200000000691,"1/4/2020  4:17:22 PM","Attempt to Locate","No Report","","900blk Aquarena Springs Dr"
"287",200000000693,"1/4/2020  4:26:02 PM","Accident - Minor","No Report","Tureaud, Benjamin","200 Springtown Way"
"288",200000000694,"1/4/2020  4:27:41 PM","Accident - Major/Injury","Report","Daenzer, Matthew","199 SB"
"289",200000000699,"1/4/2020  4:51:27 PM","Public Intoxication","No Report","Dehkordi, John","1207 S IH 35"
"290",200000000701,"1/4/2020  5:00:59 PM","Suspicious Circumstances","No Report","Lowrie, Hollie","1805 N IH 35"
"291",200000000703,"1/4/2020  5:02:56 PM","Supplement","No Report","Mueller, Justin","3939 S IH 35"
"292",200000000705,"1/4/2020  5:19:56 PM","Attempt to Locate","No Report","Wisener, Andrew","W Hopkins St/N Guadalupe St"
"293",200000000706,"1/4/2020  5:21:48 PM","Suspicious Person","No Report","Tureaud, Benjamin","1951 Aquarena Springs Dr"
"294",200000000707,"1/4/2020  5:21:49 PM","Trespassing/Unwanted","Warning","Wisener, Andrew","1207 S IH 35"
"295",200000000708,"1/4/2020  5:23:50 PM","Attempt to Locate","No Report","","206 SB"
"296",200000000710,"1/4/2020  5:27:56 PM","Information","No Report","","Post Rd/Lime Kiln Rd"
"297",200000000711,"1/4/2020  5:38:18 PM","Theft","Report","McGee, Miranda","3939 S IH 35"
"298",200000000712,"1/4/2020  5:38:49 PM","Accident - Minor","Blue Form Issue","","1103 Hwy 80"
"299",200000000714,"1/4/2020  5:51:13 PM","Traffic Incident General","No Report","Mueller, Justin","1015 Hwy 80"
"300",200000000715,"1/4/2020  5:52:36 PM","Harassment","Report","Mueller, Justin","2300 S IH 35"
"301",200000000716,"1/4/2020  5:58:51 PM","Suicidal Person","No Report","","W Access Rd/Yarrington Rd"
"302",200000000719,"1/4/2020  6:05:52 PM","Flagged Down","No Report","Mueller, Justin","1015 Hwy 80"
"303",200000000720,"1/4/2020  6:11:28 PM","Accident - Hit and Run","No Report","Tureaud, Benjamin","Aquarena Springs Dr/Eastwood St"
"304",200000000722,"1/4/2020  6:15:39 PM","Welfare Concern","No Contact","Daenzer, Matthew","2300 S IH 35"
"305",200000000725,"1/4/2020  6:22:30 PM","Attempt to Locate","No Report","Sparenberg, Andrew","202 SB"
"306",200000000726,"1/4/2020  6:37:35 PM","Attempt to Locate","Unfounded","Murphy, Logan","204 SB"
"307",200000000727,"1/4/2020  6:40:26 PM","Investigation","No Report","Wisener, Andrew","Hunter Rd/Foxtail Run"
"308",200000000728,"1/4/2020  6:45:24 PM","Welfare Concern","No Report","Tureaud, Benjamin","1350 Sadler Dr"
"309",200000000730,"1/4/2020  7:46:20 PM","Theft","Report","Murphy, Logan","935 Hwy 80"
"310",200000000734,"1/4/2020  8:02:13 PM","Suspicious Person","Ignore","Mueller, Justin","1001 Hwy 80"
"311",200000000744,"1/4/2020  8:52:02 PM","Traffic Incident General","Blue Form Issue","","3939 S IH 35"
"312",200000000745,"1/4/2020  8:52:19 PM","Disturbance - Noise","No Report","Tureaud, Benjamin","130 Jackson Ln"
"313",200000000749,"1/4/2020  9:04:55 PM","Welfare Concern","No Report","Morenz, Darby","S C M Allen Pkwy/Cheatham St"
"314",200000000752,"1/4/2020  9:18:28 PM","Theft","Multiple Arrest","Morenz, Darby","550 Barnes Dr"
"315",200000000754,"1/4/2020  9:56:46 PM","Attempt to Locate","No Report","","Hwy 80/Hwy 21"
"316",200000000756,"1/4/2020  10:17:10 PM","Investigation","No Report","Murphy, Logan","1321 N IH 35"
"317",200000000762,"1/4/2020  10:49:59 PM","Trespassing/Unwanted","No Report","Alvarado, Manuel","111 Cedargrove"
"318",200000000763,"1/4/2020  10:50:42 PM","Disturbance - Noise","No Report","Murphy, Logan","1650 River Rd"
"319",200000000772,"1/4/2020  11:40:14 PM","Suspicious Vehicle","No Report","McGee, Miranda","1250 Wonder World Dr"
"320",200000000773,"1/4/2020  11:41:00 PM","Disturbance - Verbal","No Report","Alvarado, Manuel","605 Dale Dr"
"321",200000000774,"1/4/2020  11:41:05 PM","Assist Outside Agency","No Report","Morenz, Darby","W Access Rd/Blanco River"
"322",200000000778,"1/5/2020  12:05:40 AM","Disturbance - Noise","Unfounded","McGee, Miranda","1101 Leah Ave"
"323",200000000782,"1/5/2020  12:17:49 AM","Attempt to Locate","No Report","Royal, GeCorrie","208 SB"
"324",200000000787,"1/5/2020  12:29:56 AM","Public Intoxication","Arrest","McGee, Miranda","1301 Wonder World Dr"
"325",200000000788,"1/5/2020  12:30:31 AM","Disturbance - Verbal","No Report","Pierce, Basil","1975 Aquarena Springs Dr"
"326",200000000789,"1/5/2020  12:31:02 AM","Suspicious Vehicle","No Report","Verver, Elias","Cottonwood Pkwy/Capistrano Dr"
"327",200000000790,"1/5/2020  12:31:35 AM","Curfew Violation","Verbal Warning","Reeder, John","205 S C M Allen Pkwy"
"328",200000000791,"1/5/2020  12:39:01 AM","Public Assist","No Report","Morenz, Darby","138 N LBJ Dr"
"329",200000000792,"1/5/2020  12:49:19 AM","Disturbance - Noise","Unfounded","Lowrie, Hollie","1631 Aquarena Springs Dr"
"330",200000000793,"1/5/2020  1:01:34 AM","Disturbance - Noise","Multiple Arrest","Murphy, Logan","1650 River Rd"
"331",200000000795,"1/5/2020  1:11:30 AM","Suspicious Person","No Contact","Morenz, Darby","1951 Aquarena Springs Dr"
"332",200000000796,"1/5/2020  1:25:18 AM","Suspicious Person","Arrest","Alvarado, Manuel","930 N IH 35"
"333",200000000797,"1/5/2020  1:25:37 AM","Disturbance - Noise","Verbal Warning","Gonzales, Gavin","109 West Ave"
"334",200000000801,"1/5/2020  1:38:43 AM","Suspicious Vehicle","No Report","Tureaud, Benjamin","1200 Hwy 80"
"335",200000000802,"1/5/2020  1:45:19 AM","Assist Outside Agency","No Report","McGee, Miranda","N C M Allen Pkwy/E Hopkins St"
"336",200000000803,"1/5/2020  1:47:43 AM","Foot Patrol","No Report","Morenz, Darby","100 E Hopkins St"
"337",200000000805,"1/5/2020  1:54:08 AM","Attempt to Locate","No Report","Alvarado, Manuel","205 SB"
"338",200000000807,"1/5/2020  2:09:06 AM","Public Intoxication","Verbal Warning","Morenz, Darby","100 N Guadalupe St"
"339",200000000808,"1/5/2020  2:11:53 AM","Foot Patrol","No Report","Sparenberg, Andrew","W San Antonio St/Guadalupe St"
"340",200000000810,"1/5/2020  2:26:59 AM","Suspicious Vehicle","No Report","Tureaud, Benjamin","315 Reynolds St"
"341",200000000812,"1/5/2020  2:29:47 AM","Attempt to Locate","Citation Issued","Morenz, Darby","208 SB"
"342",200000000813,"1/5/2020  2:37:27 AM","Welfare Concern","No Report","Gonzales, Gavin","Crepe Myrtle Dr/E Access Rd"
"343",200000000814,"1/5/2020  2:41:39 AM","Assist Outside Agency","No Report","Morenz, Darby","205 SB"
"344",200000000815,"1/5/2020  2:45:08 AM","Attempt to Locate","No Contact","Morenz, Darby","208 SB"
"345",200000000816,"1/5/2020  2:54:37 AM","Suspicious Vehicle","No Report","Pierce, Basil","121 N IH 35"
"346",200000000817,"1/5/2020  2:54:58 AM","Suspicious Vehicle","No Report","Alvarado, Manuel","1751 Valencia Way"
"347",200000000818,"1/5/2020  3:08:36 AM","Suspicious Vehicle","No Report","Alvarado, Manuel","102 N IH 35"
"348",200000000821,"1/5/2020  3:18:29 AM","Public Assist","No Report","Royal, GeCorrie","2300 S IH 35"
"349",200000000822,"1/5/2020  3:27:52 AM","Suspicious Circumstances","No Report","Murphy, Logan","318 Durango St"
"350",200000000823,"1/5/2020  3:31:22 AM","Investigation","No Report","Hartman, Ryan","249 Horsemint Way"
"351",200000000825,"1/5/2020  3:46:56 AM","Discharged Firearm","Report","Alvarado, Manuel","1415 Craddock Ave"
"352",200000000827,"1/5/2020  4:04:47 AM","Suspicious Vehicle","No Report","Hartman, Ryan","1476 E McCarty Ln"
"353",200000000829,"1/5/2020  4:11:28 AM","Disturbance - Verbal","No Report","Morenz, Darby","1506 S IH 35"
"354",200000000830,"1/5/2020  4:14:10 AM","Disturbance - Verbal","No Report","Murphy, Logan","Post Rd/Lime Kiln Rd"
"355",200000000832,"1/5/2020  4:24:31 AM","Assist Outside Agency","Cancelled","","Post Rd/Lime Kiln Rd"
"356",200000000834,"1/5/2020  4:38:42 AM","Mental Health Invest","No Report","Morenz, Darby","1300blk Thorpe Ln"
"357",200000000837,"1/5/2020  5:12:22 AM","Suspicious Vehicle","Citation Issued","Morenz, Darby","2001 Lisa Ln"
"358",200000000841,"1/5/2020  6:50:46 AM","Attempt to Locate","No Report","","198 NB"
"359",200000000856,"1/5/2020  9:03:18 AM","Civil Standby","No Report","Ellingson, Brian","1000 N LBJ Dr"
"360",200000000857,"1/5/2020  9:06:42 AM","Vehicle Theft","Report","Dehkordi, John","3939 S IH 35"
"361",200000000859,"1/5/2020  9:26:15 AM","Welfare Concern","No Report","Duckworth, Daniel","204 SB"
"362",200000000860,"1/5/2020  9:29:38 AM","Accident - Minor","Report","Duckworth, Daniel","Hwy 80/Bugg Ln"
"363",200000000861,"1/5/2020  9:31:52 AM","Supplement","Report","Saavedra, Tim","2300 S IH 35"
"364",200000000865,"1/5/2020  10:15:38 AM","Flagged Down","No Report","Harrison, Todd","2300 S IH 35"
"365",200000000872,"1/5/2020  12:04:53 PM","Attempt to Locate","No Report","","198 NB"
"366",200000000876,"1/5/2020  12:35:06 PM","Supplement","Report","Saavedra, Tim","1415 Craddock Ave"
"367",200000000879,"1/5/2020  12:48:01 PM","Burglary - Vehicle","Report","Dehkordi, John","109 E McCarty Ln"
"368",200000000880,"1/5/2020  12:52:54 PM","Welfare Concern","No Report","Castillo, Daniel","1007 Uhland Rd"
"369",200000000881,"1/5/2020  1:00:28 PM","Attempt to Locate","No Report","","205 NB"
"370",200000000891,"1/5/2020  2:06:13 PM","Endanger/Abandon","Cancelled","","4015 S IH 35"
"371",200000000893,"1/5/2020  2:13:09 PM","Directed/Area Enforcement","No Report","Harrison, Todd","700 W Hopkins St"
"372",200000000898,"1/5/2020  2:50:37 PM","Disturbance - Verbal","No Report","Dehkordi, John","Hwy 80/Hwy 21"
"373",200000000901,"1/5/2020  3:06:19 PM","Burglary - Habitation","Report","Harrison, Todd","1203 W MLK Dr"
"374",200000000904,"1/5/2020  3:33:17 PM","Burglary - Vehicle","Report","Castillo, Daniel","1651 Post Rd"
"375",200000000905,"1/5/2020  3:34:32 PM","Suicidal Person","No Report","Dehkordi, John","200blk Rush Haven"
"376",200000000906,"1/5/2020  3:35:00 PM","Field Euthanasia","No Report","Saavedra, Tim","2930 Summit Rdg"
"377",200000000907,"1/5/2020  3:36:57 PM","Harassment","Report","Osborne, Joseph","2300 S IH 35"
"378",200000000908,"1/5/2020  3:40:27 PM","Accident - Minor","Citation Issued","Daenzer, Matthew","4002 S IH 35"
"379",200000000909,"1/5/2020  3:50:56 PM","Supplement","No Report","Mueller, Justin","1415 Craddock Ave"
"380",200000000910,"1/5/2020  4:06:54 PM","Child Custody","No Report","Wisener, Andrew","1304 Delmar St"
"381",200000000911,"1/5/2020  4:11:12 PM","Accident - Minor","No Report","Dehkordi, John","4015 S Ih 35"
"382",200000000913,"1/5/2020  4:25:50 PM","Attempt to Locate","No Report","","210 SB"
"383",200000000914,"1/5/2020  4:26:43 PM","Disturbance - Verbal","No Contact","Tureaud, Benjamin","1951 Aquarena Springs Dr"
"384",200000000916,"1/5/2020  4:45:06 PM","Property - Lost/Found/Imp","No Report","Lowrie, Hollie","345 Champions Blvd"
"385",200000000919,"1/5/2020  4:50:03 PM","Investigation","No Report","Osborne, Joseph","2300 S IH 35"
"386",200000000922,"1/5/2020  4:53:55 PM","Disturbance - Verbal","No Report","Osborne, Joseph","3936 S IH 35"
"387",200000000925,"1/5/2020  5:12:51 PM","Investigation","No Report","Osborne, Joseph","3939 S IH 35"
"388",200000000929,"1/5/2020  5:58:11 PM","Supplement","No Report","Daenzer, Matthew","3939 S IH 35"
"389",200000000930,"1/5/2020  6:00:16 PM","Disturbance - Verbal","No Report","McGee, Miranda","1015 Hwy 80"
"390",200000000931,"1/5/2020  6:02:46 PM","Disturbance - Verbal","No Report","Tureaud, Benjamin","1011 Uhland Rd"
"391",200000000933,"1/5/2020  6:09:09 PM","Child Custody","No Report","McGee, Miranda","1350 Leah Ave"
"392",200000000934,"1/5/2020  6:09:21 PM","Missing Person","Report","Wisener, Andrew","903 Hillyer St"
"393",200000000936,"1/5/2020  6:15:18 PM","Suspicious Person","No Report","Tureaud, Benjamin","205 S C M Allen Pkwy"
"394",200000000938,"1/5/2020  6:49:32 PM","Disturbance - Verbal","No Report","Osborne, Joseph","111 Cedargrove"
"395",200000000939,"1/5/2020  6:50:28 PM","Accident - Major/Injury","Report","Tureaud, Benjamin","200 NB"
"396",200000000940,"1/5/2020  6:54:36 PM","Disturbance - Verbal","No Report","","111 Cedargrove"
"397",200000000942,"1/5/2020  7:39:10 PM","Disturbance - Noise","Verbal Warning","Pierce, Basil","1451 Sadler Dr"
"398",200000000943,"1/5/2020  7:42:21 PM","Weapon Concern","No Report","McGee, Miranda","2745 Hunter Rd"
"399",200000000945,"1/5/2020  7:44:42 PM","Accident - Hit and Run","No Report","Wisener, Andrew","1917 Dutton Dr"
"400",200000000951,"1/5/2020  10:00:22 PM","Alarm - Robbery","False Alarm","Murphy, Logan","1340 Wonder World Dr"
"401",200000000961,"1/5/2020  11:25:16 PM","Barking Dog","No Report","Pierce, Basil","1655 Mill St"
"402",200000000962,"1/5/2020  11:27:00 PM","Discharged Firearm","No Report","Murphy, Logan","1703 Hunter Rd"
"403",200000000964,"1/5/2020  11:34:38 PM","Attempt to Locate","No Report","","E Holland St/N LBJ Dr"
"404",200000000965,"1/5/2020  11:45:12 PM","Barking Dog","No Report","Lowrie, Hollie","1655 Mill St"
"405",200000000966,"1/5/2020  11:47:46 PM","Animal Call","No Contact","Morenz, Darby","906 N LBJ Dr"
"406",200000000968,"1/5/2020  11:54:48 PM","Disturbance - Verbal","No Report","Morenz, Darby","1350 N LBJ Dr"
"407",200000000970,"1/6/2020  12:01:05 AM","Disturbance - Noise","Unfounded","Murphy, Logan","1350 Sadler Dr"
"408",200000000972,"1/6/2020  12:17:53 AM","Alarm - Robbery","False Alarm","Murphy, Logan","4321 S IH 35"
"409",200000000973,"1/6/2020  12:20:54 AM","Death Investigation","No Report","","1001 Crepe Myrtle Dr"
"410",200000000974,"1/6/2020  12:25:17 AM","Public Assist","No Report","Murphy, Logan","1350 Sadler Dr"
"411",200000000975,"1/6/2020  12:25:45 AM","Suspicious Person","Unfounded","Morenz, Darby","800 N LBJ Dr"
"412",200000000977,"1/6/2020  12:35:05 AM","Suspicious Vehicle","No Report","Morenz, Darby","748 N LBJ Dr"
"413",200000000986,"1/6/2020  1:10:32 AM","Suspicious Vehicle","No Report","McGee, Miranda","401 Parker Dr"
"414",200000000997,"1/6/2020  1:52:48 AM","Suspicious Person","Arrest","Murphy, Logan","426 Linda Dr"
"415",200000000999,"1/6/2020  2:12:07 AM","Flagged Down","No Report","Osborne, Joseph","426 Linda Dr"
"416",200000001002,"1/6/2020  2:17:22 AM","Suspicious Vehicle","No Report","McGee, Miranda","105 Wonder World Dr"
"417",200000001003,"1/6/2020  2:21:48 AM","Attempt to Locate","No Report","","200 NB"
"418",200000001010,"1/6/2020  3:55:22 AM","Investigation","No Report","Morenz, Darby","1400 Clarewood Dr"
"419",200000001013,"1/6/2020  4:56:13 AM","Suicidal Person","Report","Murphy, Logan","1000blk Hwy 123"
"420",200000001015,"1/6/2020  5:09:26 AM","Attempt to Locate","Ref Oth Agncy","","205 NB"
